,Tweet,TOkens
1114, Here's a slightly longer clip of Yvette Carnell talking about . He's been acting a g0dd fool for a long…,"['Here', ""'s"", 'a', 'slightly', 'longer', 'clip', 'of', 'Yvette', 'Carnell', 'talking', 'about', '.', 'He', ""'s"", 'been', 'acting', 'a', 'g0dd', 'fool', 'for', 'a', 'long…']"
1115," This entire thread: what is in the #BestInterestOfTheChild? 45's ""immigration policy"" has nothing to do with that conc…","['This', 'entire', 'thread', ':', 'what', 'is', 'in', 'the', '#', 'BestInterestOfTheChild', '?', '45', ""'s"", '``', 'immigration', 'policy', ""''"", 'has', 'nothing', 'to', 'do', 'with', 'that', 'conc…']"
1116, Tonight's live show will be a fun one as we tackle the circus that was Wednesday's democratic debate. #Election2020 h…,"['Tonight', ""'s"", 'live', 'show', 'will', 'be', 'a', 'fun', 'one', 'as', 'we', 'tackle', 'the', 'circus', 'that', 'was', 'Wednesday', ""'s"", 'democratic', 'debate', '.', '#', 'Election2020', 'h…']"
1117, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
1118," Damn, I've been had! Praising #Mike2020 daily4free! I must be #Patriot! Don't want2lose #Election2020! #Russians helping #B…","['Damn', ',', 'I', ""'ve"", 'been', 'had', '!', 'Praising', '#', 'Mike2020', 'daily4free', '!', 'I', 'must', 'be', '#', 'Patriot', '!', 'Do', ""n't"", 'want2lose', '#', 'Election2020', '!', '#', 'Russians', 'helping', '#', 'B…']"
1119,"Vote Trump, get Trump.Vote , get #Trump.What #Russia wants, Russia gets. can…","['Vote', 'Trump', ',', 'get', 'Trump.Vote', ',', 'get', '#', 'Trump.What', '#', 'Russia', 'wants', ',', 'Russia', 'gets', '.', 'can…']"
1120, Everyone the DNC opposes...__ #MEMES #memesdaily #voting #conservatives #trump2020 #kag2020 #kag #el…,"['Everyone', 'the', 'DNC', 'opposes', '...', '__', '#', 'MEMES', '#', 'memesdaily', '#', 'voting', '#', 'conservatives', '#', 'trump2020', '#', 'kag2020', '#', 'kag', '#', 'el…']"
1121, Which #JasonJohnson? THIS Jason Johnson? The one Yvette Carnell eviscerated a while back? 😏 #ados #reparations #election2…,"['Which', '#', 'JasonJohnson', '?', 'THIS', 'Jason', 'Johnson', '?', 'The', 'one', 'Yvette', 'Carnell', 'eviscerated', 'a', 'while', 'back', '?', '😏', '#', 'ados', '#', 'reparations', '#', 'election2…']"
1122,So how is Russia helping Bernie and Trump? That doesn't make a lick of sense. I think thats a dissinformation campa… ,"['So', 'how', 'is', 'Russia', 'helping', 'Bernie', 'and', 'Trump', '?', 'That', 'does', ""n't"", 'make', 'a', 'lick', 'of', 'sense', '.', 'I', 'think', 'thats', 'a', 'dissinformation', 'campa…']"
1123,"Yes, indeed, #Russia _ trying to sow #hatred, #confusion, #mistrust, and #arguments throughout the #USA They m… ","['Yes', ',', 'indeed', ',', '#', 'Russia', '_', 'trying', 'to', 'sow', '#', 'hatred', ',', '#', 'confusion', ',', '#', 'mistrust', ',', 'and', '#', 'arguments', 'throughout', 'the', '#', 'USA', 'They', 'm…']"
1124,"To end this #CrimeMinisters #MurderousReign, concentrate on the #SoCalled #Independents that are #Aiding &amp; #Abeting… ","['To', 'end', 'this', '#', 'CrimeMinisters', '#', 'MurderousReign', ',', 'concentrate', 'on', 'the', '#', 'SoCalled', '#', 'Independents', 'that', 'are', '#', 'Aiding', '&', 'amp', ';', '#', 'Abeting…']"
1125, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1126,"I know it might be a shock to some people but Trump will probably lose this badly. But no matter how much he loses,… ","['I', 'know', 'it', 'might', 'be', 'a', 'shock', 'to', 'some', 'people', 'but', 'Trump', 'will', 'probably', 'lose', 'this', 'badly', '.', 'But', 'no', 'matter', 'how', 'much', 'he', 'loses', ',', '…']"
1127,So how is Russia helping Bernie and Trump? That doesn't make a lick of sense. I think thats a dissinformation campa… ,"['So', 'how', 'is', 'Russia', 'helping', 'Bernie', 'and', 'Trump', '?', 'That', 'does', ""n't"", 'make', 'a', 'lick', 'of', 'sense', '.', 'I', 'think', 'thats', 'a', 'dissinformation', 'campa…']"
1128," Chris Love is a prominent, black, female, Arizona-based attorney, public activist, and member of. She came…","['Chris', 'Love', 'is', 'a', 'prominent', ',', 'black', ',', 'female', ',', 'Arizona-based', 'attorney', ',', 'public', 'activist', ',', 'and', 'member', 'of', '.', 'She', 'came…']"
1129, #BWFWarren on the ground in Reno! Check it out. Thanks tofor going on the road for us in support of …,"['#', 'BWFWarren', 'on', 'the', 'ground', 'in', 'Reno', '!', 'Check', 'it', 'out', '.', 'Thanks', 'tofor', 'going', 'on', 'the', 'road', 'for', 'us', 'in', 'support', 'of', '…']"
1130,Translation:#NYTimes wants #Buttigieg in #Election2020 ,"['Translation', ':', '#', 'NYTimes', 'wants', '#', 'Buttigieg', 'in', '#', 'Election2020']"
1131,US election 2020: Sanders 'told of Russian effort to aid his campaign'#US #Election2020… ,"['US', 'election', '2020', ':', 'Sanders', ""'told"", 'of', 'Russian', 'effort', 'to', 'aid', 'his', 'campaign', ""'"", '#', 'US', '#', 'Election2020…']"
1132, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1133, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
1134," Yep, . I refuse to subscribe to or watch the lazy, biased… ","['Yep', ',', '.', 'I', 'refuse', 'to', 'subscribe', 'to', 'or', 'watch', 'the', 'lazy', ',', 'biased…']"
1135, #Election2020#Sanders wins #Democrat nomination.#Trump calls #Sanders a #Socialist.#Americans don't like #Social…,"['#', 'Election2020', '#', 'Sanders', 'wins', '#', 'Democrat', 'nomination.', '#', 'Trump', 'calls', '#', 'Sanders', 'a', '#', 'Socialist.', '#', 'Americans', 'do', ""n't"", 'like', '#', 'Social…']"
1136,The US could possibly have the highest young voter turnout result in the oldest president ever. … ,"['The', 'US', 'could', 'possibly', 'have', 'the', 'highest', 'young', 'voter', 'turnout', 'result', 'in', 'the', 'oldest', 'president', 'ever', '.', '…']"
1137,"To end this #CrimeMinisters #MurderousReign, concentrate on the #SoCalled #Independents that are #Aiding &amp; #Abeting… ","['To', 'end', 'this', '#', 'CrimeMinisters', '#', 'MurderousReign', ',', 'concentrate', 'on', 'the', '#', 'SoCalled', '#', 'Independents', 'that', 'are', '#', 'Aiding', '&', 'amp', ';', '#', 'Abeting…']"
1138,In lieu ofrecent poll:Do you believe America would be better off if more Satanists served in ele… ,"['In', 'lieu', 'ofrecent', 'poll', ':', 'Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Satanists', 'served', 'in', 'ele…']"
1139, Trump2020 ❤❤#Election2020 GO TRUMP ,"['Trump2020', '❤❤', '#', 'Election2020', 'GO', 'TRUMP']"
1140, Had a blast at thekickoff party last night! Great to see State Rep. Martina White and many others at the eve…,"['Had', 'a', 'blast', 'at', 'thekickoff', 'party', 'last', 'night', '!', 'Great', 'to', 'see', 'State', 'Rep.', 'Martina', 'White', 'and', 'many', 'others', 'at', 'the', 'eve…']"
1141," ""Medicare for All"" is a key issue in the 2020 election. Candidates are considering the government's role in providing health…","['``', 'Medicare', 'for', 'All', ""''"", 'is', 'a', 'key', 'issue', 'in', 'the', '2020', 'election', '.', 'Candidates', 'are', 'considering', 'the', 'government', ""'s"", 'role', 'in', 'providing', 'health…']"
1142,"Ruling Class &amp; Administrative State ""freaking""over the #FakeRussiaHOAX2020. 100M#WokeFolkAmericans NOT falling fo… ","['Ruling', 'Class', '&', 'amp', ';', 'Administrative', 'State', '``', 'freaking', ""''"", 'over', 'the', '#', 'FakeRussiaHOAX2020', '.', '100M', '#', 'WokeFolkAmericans', 'NOT', 'falling', 'fo…']"
1143, Do you believe America would be better off if more Christians served in elected office?#Retweet #Poll #Election2020 #…,"['Do', 'you', 'believe', 'America', 'would', 'be', 'better', 'off', 'if', 'more', 'Christians', 'served', 'in', 'elected', 'office', '?', '#', 'Retweet', '#', 'Poll', '#', 'Election2020', '#', '…']"
1144, #PresidentSanders#BernieWonIowa #BernieWonNewHampshire#BernieBeatsTrump#BerniesGonnaWin#NevadaCaucus #SouthCarolina#Fe…,"['#', 'PresidentSanders', '#', 'BernieWonIowa', '#', 'BernieWonNewHampshire', '#', 'BernieBeatsTrump', '#', 'BerniesGonnaWin', '#', 'NevadaCaucus', '#', 'SouthCarolina', '#', 'Fe…']"
1145,The latest Hollaback!!Thanks to#russianinterference #election2020,"['The', 'latest', 'Hollaback', '!', '!', 'Thanks', 'to', '#', 'russianinterference', '#', 'election2020']"
1146,"Yep, . I refuse to subscribe to or watch the lazy, biased #CorporateMe…","['Yep', ',', '.', 'I', 'refuse', 'to', 'subscribe', 'to', 'or', 'watch', 'the', 'lazy', ',', 'biased', '#', 'CorporateMe…']"
1147,RT : The US could possibly have the highest young voter turnout result in the oldest president ever. #BernieSanders…,"['RT', ':', 'The', 'US', 'could', 'possibly', 'have', 'the', 'highest', 'young', 'voter', 'turnout', 'result', 'in', 'the', 'oldest', 'president', 'ever', '.', '#', 'BernieSanders…']"
1148,THIS is Bernie’s threat to voters. Such a GREAT uniter!!! #Election2020 #Primary2020,"['THIS', 'is', 'Bernie', '’', 's', 'threat', 'to', 'voters', '.', 'Such', 'a', 'GREAT', 'uniter', '!', '!', '!', '#', 'Election2020', '#', 'Primary2020']"
1149, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,"['Just', 'finished', 'an', 'amazing', 'interview', 'with', 'Rep.ahead', 'of', 'the', '#', 'Democrat', 'primary', 'this', 'week', 'for', '.', 'I', 'can', '’', '…']"
1150, Why isn't Trump more disgusted by Russian interference? #election2020 #2020election,"['Why', 'is', ""n't"", 'Trump', 'more', 'disgusted', 'by', 'Russian', 'interference', '?', '#', 'election2020', '#', '2020election']"
1151, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,"['Just', 'finished', 'an', 'amazing', 'interview', 'with', 'Rep.ahead', 'of', 'the', '#', 'Democrat', 'primary', 'this', 'week', 'for', '.', 'I', 'can', '’', '…']"
1152,This just happened #bernie #feelthebern #Bernie2020 #berniesanders2020 #Bernie2020 #voteblue #voteblue2020… ,"['This', 'just', 'happened', '#', 'bernie', '#', 'feelthebern', '#', 'Bernie2020', '#', 'berniesanders2020', '#', 'Bernie2020', '#', 'voteblue', '#', 'voteblue2020…']"
1153, Always liked Dick Van Dyke. #Election2020 #DemocraticDebate,"['Always', 'liked', 'Dick', 'Van', 'Dyke', '.', '#', 'Election2020', '#', 'DemocraticDebate']"
1154, Floridais requiring that all persons seeking employment in the State be confirmed e-verified legal resi…,"['Floridais', 'requiring', 'that', 'all', 'persons', 'seeking', 'employment', 'in', 'the', 'State', 'be', 'confirmed', 'e-verified', 'legal', 'resi…']"
1155,2020 Presidential Election News Update🗞:6 things to watch in tonight's Nevada caucuses#Election2020 #News,"['2020', 'Presidential', 'Election', 'News', 'Update🗞:6', 'things', 'to', 'watch', 'in', 'tonight', ""'s"", 'Nevada', 'caucuses', '#', 'Election2020', '#', 'News']"
1156,RT : #DeleteFacebook,"['RT', ':', '#', 'DeleteFacebook']"
1157,@_Do Not ROB the AMERICAN DREAM from the American children #USA #American #America #Election2020,"['@', '_Do', 'Not', 'ROB', 'the', 'AMERICAN', 'DREAM', 'from', 'the', 'American', 'children', '#', 'USA', '#', 'American', '#', 'America', '#', 'Election2020']"
1158, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1159, This just happened #bernie #feelthebern #Bernie2020 #berniesanders2020 #Bernie2020 #voteblue #voteblue2020 #election2020 #…,"['This', 'just', 'happened', '#', 'bernie', '#', 'feelthebern', '#', 'Bernie2020', '#', 'berniesanders2020', '#', 'Bernie2020', '#', 'voteblue', '#', 'voteblue2020', '#', 'election2020', '#', '…']"
1160, #BWFWarren on the ground in Reno! Check it out. Thanks tofor going on the road for us in support of …,"['#', 'BWFWarren', 'on', 'the', 'ground', 'in', 'Reno', '!', 'Check', 'it', 'out', '.', 'Thanks', 'tofor', 'going', 'on', 'the', 'road', 'for', 'us', 'in', 'support', 'of', '…']"
1161,Heyhow is the #Election2020 going? You’ll getting what you want?,"['Heyhow', 'is', 'the', '#', 'Election2020', 'going', '?', 'You', '’', 'll', 'getting', 'what', 'you', 'want', '?']"
1162, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,"['Just', 'finished', 'an', 'amazing', 'interview', 'with', 'Rep.ahead', 'of', 'the', '#', 'Democrat', 'primary', 'this', 'week', 'for', '.', 'I', 'can', '’', '…']"
1163,Backing up her endorsement with action! 💚💚💚,"['Backing', 'up', 'her', 'endorsement', 'with', 'action', '!', '💚💚💚']"
1164, Trump2020 ❤❤#Election2020 GO TRUMP ,"['Trump2020', '❤❤', '#', 'Election2020', 'GO', 'TRUMP']"
1165, Here we go... flip this switch!,"['Here', 'we', 'go', '...', 'flip', 'this', 'switch', '!']"
1166,@_Do Not Take the American Dream from the American children #Election2020 #USA #AmericaFirst #America,"['@', '_Do', 'Not', 'Take', 'the', 'American', 'Dream', 'from', 'the', 'American', 'children', '#', 'Election2020', '#', 'USA', '#', 'AmericaFirst', '#', 'America']"
1167,RT : The US could possibly have the highest young voter turnout result in the oldest president ever. #BernieSanders…,"['RT', ':', 'The', 'US', 'could', 'possibly', 'have', 'the', 'highest', 'young', 'voter', 'turnout', 'result', 'in', 'the', 'oldest', 'president', 'ever', '.', '#', 'BernieSanders…']"
1168,🗣👁📢𝟚𝟘𝟚𝟘: 𝕋𝕙𝕖 𝕐𝕖𝕒𝕣 𝕠𝕗 𝔸𝕔𝕥𝕚𝕧𝕚𝕤𝕞#Election2020 #Vote2020 #USA #1A ,"['🗣👁📢𝟚𝟘𝟚𝟘', ':', '𝕋𝕙𝕖', '𝕐𝕖𝕒𝕣', '𝕠𝕗', '𝔸𝕔𝕥𝕚𝕧𝕚𝕤𝕞', '#', 'Election2020', '#', 'Vote2020', '#', 'USA', '#', '1A']"
1169,"A unas horas de las primarias de #Nevada, ⁦⁩ lanza promocional en español. El voto hispano será funda… ","['A', 'unas', 'horas', 'de', 'las', 'primarias', 'de', '#', 'Nevada', ',', '\u2066\u2069', 'lanza', 'promocional', 'en', 'español', '.', 'El', 'voto', 'hispano', 'será', 'funda…']"
1170, Just finished an amazing interview with Rep.ahead of the #Democrat primary this week for . I can’…,"['Just', 'finished', 'an', 'amazing', 'interview', 'with', 'Rep.ahead', 'of', 'the', '#', 'Democrat', 'primary', 'this', 'week', 'for', '.', 'I', 'can', '’', '…']"
1171," This must be the moment, that when the history is written, #Election2020 officially went completely d… ","['This', 'must', 'be', 'the', 'moment', ',', 'that', 'when', 'the', 'history', 'is', 'written', ',', '#', 'Election2020', 'officially', 'went', 'completely', 'd…']"
1172, 🗣👁📢𝟚𝟘𝟚𝟘: 𝕋𝕙𝕖 𝕐𝕖𝕒𝕣 𝕠𝕗 𝔸𝕔𝕥𝕚𝕧𝕚𝕤𝕞#Election2020 #Vote2020 #USA #1A ,"['🗣👁📢𝟚𝟘𝟚𝟘', ':', '𝕋𝕙𝕖', '𝕐𝕖𝕒𝕣', '𝕠𝕗', '𝔸𝕔𝕥𝕚𝕧𝕚𝕤𝕞', '#', 'Election2020', '#', 'Vote2020', '#', 'USA', '#', '1A']"
1173,Every candidate and every citizen must read this. #truml #SaturdayThoughts #maga #OnlyBernie #KAG… ,"['Every', 'candidate', 'and', 'every', 'citizen', 'must', 'read', 'this', '.', '#', 'truml', '#', 'SaturdayThoughts', '#', 'maga', '#', 'OnlyBernie', '#', 'KAG…']"
1174,The view today....#emerson #ralphwaldoemerson #ralphwaldoemersonquotes #politics #america #election2020… ,"['The', 'view', 'today', '...', '.', '#', 'emerson', '#', 'ralphwaldoemerson', '#', 'ralphwaldoemersonquotes', '#', 'politics', '#', 'america', '#', 'election2020…']"
1175,"#Election2020: 0Y, 08M, 11D#NeverStopFighting for #Freedom, #Justice + #Equality!#VoteBlue!#Vote for #Democrats!#Progress#USA","['#', 'Election2020', ':', '0Y', ',', '08M', ',', '11D', '#', 'NeverStopFighting', 'for', '#', 'Freedom', ',', '#', 'Justice', '+', '#', 'Equality', '!', '#', 'VoteBlue', '!', '#', 'Vote', 'for', '#', 'Democrats', '!', '#', 'Progress', '#', 'USA']"
1176,Trump IS the swamp...aiming for dictatorship using methods similar to HItler...interesting comments by Patti Davis… ,"['Trump', 'IS', 'the', 'swamp', '...', 'aiming', 'for', 'dictatorship', 'using', 'methods', 'similar', 'to', 'HItler', '...', 'interesting', 'comments', 'by', 'Patti', 'Davis…']"
1177, Here's a slightly longer clip of Yvette Carnell talking about . He's been acting a g0dd fool for a long…,"['Here', ""'s"", 'a', 'slightly', 'longer', 'clip', 'of', 'Yvette', 'Carnell', 'talking', 'about', '.', 'He', ""'s"", 'been', 'acting', 'a', 'g0dd', 'fool', 'for', 'a', 'long…']"
1178,😂 Well dear! Shame is inconsequential in the General #Election2020 You're up against the… ,"['😂', 'Well', 'dear', '!', 'Shame', 'is', 'inconsequential', 'in', 'the', 'General', '#', 'Election2020', 'You', ""'re"", 'up', 'against', 'the…']"
1179,Getting to the polls is literally the most important part! _ is making it that much easier 🇺🇸🙏,"['Getting', 'to', 'the', 'polls', 'is', 'literally', 'the', 'most', 'important', 'part', '!', '_', 'is', 'making', 'it', 'that', 'much', 'easier', '🇺🇸🙏']"
